997162000,1767868398
873286192,1767868398
808155232,1767868398
787100296,1767868398
737972344,1767868398
73249032,1767868398
723483544,1767868398
707384512,1767868398
705891928,1767868398
669333128,1767868398
604381840,1767868398
595580744,1767868398
567803344,1767868398
504658136,1767868398
358444704,1767868398
352273744,1767868398
268297312,1767868398
2120376800,1767868398
208535704,1767868398
2082617168,1767868398
1959196096,1767868398
1958553296,1767868398
192938048,1767868398
1867227240,1767868398
1847473096,1767868398
1835991696,1767868398
1812547008,1767868398
1806001960,1767868398
1754430448,1767868398
1724637344,1767868398
1713353776,1767868398
1683494720,1767868398
1570300800,1767868398
1444710800,1767868398
1418105520,1767868398
1274607824,1767868398
1267833792,1767868398
1253502352,1767868398
1248941344,1767868398
1242648552,1767868398
119567480,1767868398
1161907064,1767868398
1158362248,1767868398
1101984784,1767868398
1056173168,1767868398
965815912,378961896
881463016,378961896
833519600,378961896
819286592,378961896
713531016,378961896
619461080,378961896
616829216,378961896
61543208,378961896
567544008,378961896
483921592,378961896
470158248,378961896
460310032,378961896
338956640,378961896
319101048,378961896
284340352,378961896
271881608,378961896
234679840,378961896
2146028352,378961896
2117285512,378961896
2100939184,378961896
2034458320,378961896
2015121280,378961896
200530272,378961896
2004804840,378961896
1975406848,378961896
1968945480,378961896
1961332736,378961896
1950136616,378961896
1932391600,378961896
1887326000,378961896
1878067280,378961896
1822579296,378961896
1768091080,378961896
1709842136,378961896
1691533864,378961896
1681051248,378961896
1657279696,378961896
1648710672,378961896
1612306800,378961896
1602867600,378961896
1580245688,378961896
1569268376,378961896
1535573040,378961896
1462480656,378961896
1277935104,378961896
1237406048,378961896
1223219136,378961896
1213284152,378961896
1180117312,378961896
1110161912,378961896
864111728,603243069
86159560,603243069
848958912,603243069
769486296,603243069
766785224,603243069
723483544,603243069
707384512,603243069
705891928,603243069
702939816,603243069
618417128,603243069
615829872,603243069
525162784,603243069
4983952,603243069
496757752,603243069
478469664,603243069
443601704,603243069
396703592,603243069
384578672,603243069
359689704,603243069
358444704,603243069
336952392,603243069
310512808,603243069
244991504,603243069
2089723904,603243069
2063503568,603243069
2060013120,603243069
2046887280,603243069
2006695368,603243069
1988197600,603243069
1959196096,603243069
192938048,603243069
1920951928,603243069
190701048,603243069
1848692968,603243069
1835991696,603243069
1824936160,603243069
1819497504,603243069
1796007472,603243069
1724637344,603243069
1721744064,603243069
1713022312,603243069
1668212072,603243069
1580245688,603243069
1569540032,603243069
1556729112,603243069
1492884288,603243069
1408503376,603243069
1210737776,603243069
1194587944,603243069
1175308136,603243069
1163242880,603243069
1162487336,603243069
1158362248,603243069
1140163344,603243069
1066753168,603243069
1056173168,603243069
1018701216,603243069
884094728,1273656662
735865992,1273656662
544397032,1273656662
315351768,1273656662
2137900704,1273656662
2111034456,1273656662
1887225560,1273656662
1863117672,1273656662
1856852480,1273656662
1792065320,1273656662
1783973592,1273656662
1677462768,1273656662
1297415944,1273656662
1270791016,1273656662
974276784,1750870735
86786376,1750870735
864287616,1750870735
856364888,1750870735
739580856,1750870735
739366968,1750870735
640685312,1750870735
528601048,1750870735
436329696,1750870735
424504424,1750870735
412681624,1750870735
375089424,1750870735
370513960,1750870735
359784272,1750870735
345030760,1750870735
29752000,1750870735
278866144,1750870735
271881608,1750870735
260828928,1750870735
259452400,1750870735
251416016,1750870735
